FLX_ANN_MOI,BEN_SEX_COD,AGE_BEN_SNDS,BEN_RES_REG,RAC,FLT_PAI_MNT,FLT_REM_MNT
201906.0,1.0,50.0,53.0,7769127.019999896,27311309.549998622,19542182.52999919
201903.0,2.0,50.0,84.0,31489882.14999985,85947856.70000349,54457974.54999776
201908.0,1.0,60.0,75.0,15007459.789999837,79488189.04000251,64480729.249997474
201908.0,2.0,30.0,53.0,3811521.730000036,14545260.299999401,10733738.56999998
201909.0,2.0,20.0,52.0,4692226.590000012,14578266.209999282,9886039.620000064
201904.0,2.0,50.0,84.0,31293584.449999545,88370352.7300036,57076768.27999727
201909.0,2.0,60.0,32.0,18796155.679999948,78201621.13000305,59405465.44999669
201902.0,1.0,30.0,76.0,7171332.449999917,23840430.07999891,16669097.630000036
201902.0,1.0,0.0,5.0,3199924.719999982,11321116.55999987,8121191.840000012
201910.0,1.0,80.0,84.0,15838785.870000094,82045984.79000364,66207198.91999844
201901.0,2.0,70.0,84.0,25302337.349999845,96740737.19000512,71438399.83999857
201910.0,2.0,0.0,52.0,11458911.539999943,26303952.669998556,14845041.129999936
201901.0,2.0,20.0,53.0,3817659.750000028,12697393.629999533,8879733.880000027
201907.0,1.0,20.0,84.0,9740455.199999776,27264512.279997755,17524057.079999622
201908.0,2.0,40.0,53.0,5434515.4499999415,17161903.449999295,11727387.999999937
201905.0,1.0,30.0,52.0,4200763.400000026,13304484.699999504,9103721.300000042
201912.0,1.0,80.0,76.0,13504526.98999991,86099600.19000323,72595073.1999979
201906.0,1.0,80.0,84.0,13973827.740000132,71233784.5100033,57259956.7699982
201910.0,1.0,40.0,27.0,5873213.480000014,16787533.269999154,10914319.789999902
201910.0,1.0,20.0,5.0,1189116.8200000012,5090780.400000029,3901663.579999987
201903.0,2.0,70.0,5.0,4075340.16,24310114.619999282,20234774.459999748
201905.0,2.0,20.0,75.0,7830609.659999753,23804743.46999828,15974133.809999822
201903.0,1.0,20.0,84.0,8519360.819999734,24118575.679998275,15599214.859999932
201909.0,2.0,20.0,32.0,8208744.129999775,26348185.449998394,18139441.319999836
201908.0,2.0,60.0,5.0,4888761.289999971,25095529.54999903,20206768.259999674
201904.0,2.0,70.0,52.0,11585547.0,41022952.73999913,29437405.739997707
201912.0,1.0,60.0,44.0,23545184.999999654,96772902.09000395,73227717.08999853
201907.0,1.0,80.0,44.0,12673755.690000009,56970387.560002044,44296631.869998366
201901.0,2.0,40.0,53.0,7693159.819999867,23031235.099999167,15338075.279999804
201908.0,1.0,30.0,24.0,1832124.2600000096,6391257.789999833,4559133.530000095
201904.0,2.0,80.0,5.0,4108793.999999964,32410967.359999467,28302173.359999973
201903.0,1.0,30.0,44.0,8449658.00999987,24480711.079998493,16031053.069999779
201902.0,1.0,20.0,93.0,4859612.949999981,16591353.86999914,11731740.920000052
201911.0,1.0,70.0,44.0,16496080.459999904,71541472.94000375,55045392.4799977
201901.0,1.0,80.0,5.0,2184193.4499999876,18538077.709999587,16353884.259999838
201912.0,2.0,0.0,32.0,18328983.360000085,43125073.089998886,24796089.729999542
201906.0,2.0,80.0,52.0,10612148.629999958,44039704.36999976,33427555.73999755
201904.0,2.0,40.0,24.0,6762287.879999837,19169521.61999889,12407233.739999885
201903.0,2.0,40.0,76.0,16297612.509999972,47989392.71999959,31691780.209998094
201912.0,1.0,50.0,28.0,10148822.409999914,32883649.22999768,22734826.819998953
201912.0,1.0,70.0,5.0,3450244.169999973,24948801.10999954,21498556.939999916
201904.0,1.0,50.0,84.0,24842780.649999842,78588438.35000305,53745657.699998066
201904.0,1.0,60.0,84.0,25876512.369999874,114261833.55000584,88385321.17999844
201902.0,1.0,60.0,11.0,33224474.78999976,133684552.33000591,100460077.53999807
201912.0,1.0,0.0,93.0,14776428.320000285,43796381.82999844,29019953.509999212
201902.0,2.0,50.0,52.0,11354234.209999895,32697618.01999813,21343383.809999034
201902.0,1.0,30.0,44.0,7618456.519999867,22018520.71999883,14400064.199999759
201912.0,1.0,20.0,84.0,8613625.67999976,23988734.299998425,15375108.620000005
201911.0,2.0,70.0,84.0,27244652.06000011,99489749.11000475,72245097.0499962
201904.0,1.0,40.0,11.0,32888302.31999951,87296130.56000218,54407828.23999647
201905.0,1.0,60.0,53.0,9262570.799999872,46907492.19999961,37644921.39999824
201910.0,1.0,60.0,28.0,11511566.639999904,54840630.27000003,43329063.62999751
201908.0,1.0,80.0,84.0,10382842.589999875,61798249.120002344,51415406.52999768
201909.0,1.0,50.0,5.0,4317574.389999983,20749422.949999608,16431848.559999913
201910.0,2.0,20.0,75.0,8661834.369999709,26687727.449997958,18025893.07999961
201906.0,1.0,60.0,75.0,19312395.9100001,94438832.19000392,75126436.27999775
201912.0,1.0,70.0,44.0,18658646.93999999,77636500.27000362,58977853.32999737
201910.0,1.0,20.0,28.0,2692716.570000022,8398385.689999815,5705669.120000046
201911.0,2.0,80.0,27.0,9096048.23999981,39815691.88999934,30719643.649997707
201912.0,1.0,0.0,44.0,17055134.840000127,43666388.529999025,26611253.689999368
201901.0,1.0,50.0,32.0,16424522.910000032,64326107.860000804,47901584.94999902
201901.0,2.0,30.0,27.0,4620674.430000005,14967289.819999395,10346615.389999937
201909.0,1.0,0.0,24.0,5920777.129999919,14157634.809999214,8236857.680000099
201909.0,2.0,0.0,52.0,10517525.299999988,23486041.919998717,12968516.620000055
201902.0,2.0,40.0,75.0,15551332.30999992,43916684.24999855,28365351.93999823
201903.0,2.0,30.0,84.0,18483882.65999983,55980082.19000032,37496199.52999812
201906.0,1.0,30.0,28.0,3275939.1100000236,10609630.429999655,7333691.320000066
201912.0,2.0,50.0,28.0,12225082.18999982,36917543.29999839,24692461.10999873
201901.0,1.0,70.0,84.0,21173677.06000002,98069031.51000427,76895354.44999899
201909.0,1.0,70.0,27.0,6888073.039999859,34203044.06999745,27314971.029997766
201908.0,1.0,80.0,93.0,10831693.219999772,78730774.29000331,67899081.06999896
201908.0,2.0,50.0,28.0,7667994.079999842,27327377.459997848,19659383.379999142
201903.0,2.0,40.0,24.0,7057097.839999829,19242404.269999072,12185306.42999984
201905.0,1.0,40.0,11.0,30452370.849999744,80942962.22000219,50490591.36999721
201901.0,1.0,80.0,11.0,17252392.74,90798456.12000301,73546063.3799988
201901.0,1.0,30.0,75.0,6770584.299999809,22065523.20999875,15294938.909999784
201906.0,2.0,60.0,84.0,28930156.109999906,92716942.66000576,63786786.5499963
201904.0,2.0,30.0,27.0,5173480.339999925,16449112.4999993,11275632.159999842
201907.0,2.0,80.0,11.0,34520589.08000011,147953676.3200171,113433087.23999287
201903.0,2.0,70.0,93.0,23989405.450000085,99544872.54000501,75555467.08999597
201906.0,1.0,30.0,24.0,2414981.230000023,7552484.559999828,5137503.330000083
201906.0,2.0,70.0,11.0,37201664.55999975,125532669.25000657,88331004.68999565
201912.0,1.0,80.0,84.0,15505937.730000032,78756125.06000246,63250187.32999796
201908.0,2.0,70.0,93.0,16278388.900000358,83577513.53000678,67299124.62999612
201903.0,2.0,50.0,27.0,9842082.439999912,28416981.509998184,18574899.06999909
201903.0,1.0,80.0,76.0,12077429.110000001,78202379.1200032,66124950.00999796
201909.0,2.0,40.0,5.0,4535214.919999991,15858088.649999773,11322873.729999995
201907.0,2.0,40.0,84.0,26394958.000000045,68969342.69000031,42574384.68999769
201909.0,1.0,60.0,28.0,8502586.519999823,43684785.5999998,35182199.0799981
201910.0,1.0,30.0,93.0,8401264.889999809,27901955.449998192,19500690.559999224
201905.0,2.0,80.0,32.0,18544520.50000002,91444982.59000462,72900462.08999772
201912.0,2.0,70.0,32.0,18952425.24000014,81441921.60000466,62489496.35999717
201907.0,2.0,30.0,5.0,3454987.9699999923,13925070.929999806,10470082.95999995
201908.0,1.0,30.0,53.0,2402692.810000017,8990454.989999771,6587762.18000007
201904.0,1.0,30.0,24.0,2657028.610000037,8338128.469999784,5681099.8600000935
201912.0,1.0,70.0,28.0,8931547.429999802,43863665.359999895,34932117.92999779
201912.0,1.0,40.0,75.0,12899052.320000002,36943077.99999849,24044025.679999016
201908.0,2.0,30.0,52.0,4959512.479999999,17709755.319999114,12750242.839999743
201907.0,2.0,50.0,53.0,11378502.330000022,34086285.05999821,22707782.729998868
201906.0,2.0,80.0,75.0,22450117.600000113,109570063.56000273,87119945.95999652
201910.0,1.0,40.0,28.0,6648531.689999962,19746420.20999886,13097888.519999916
201912.0,1.0,40.0,84.0,20361751.16999986,54251453.47999974,33889702.309998386
201903.0,1.0,80.0,5.0,1977835.0599999889,16877478.169999756,14899643.109999867
201907.0,1.0,50.0,32.0,17475850.879999813,65490959.68000092,48015108.79999727
201905.0,1.0,20.0,93.0,5086301.399999929,17553013.97999919,12466712.579999916
201902.0,2.0,50.0,76.0,21222481.20999964,67680872.8200014,46458391.60999681
201902.0,1.0,70.0,24.0,6294455.119999845,29770661.489997413,23476206.36999843
201906.0,1.0,60.0,44.0,19359088.079999864,84332531.39000231,64973443.309997015
201901.0,2.0,20.0,76.0,8832756.85999976,28803197.009997826,19970440.14999943
201901.0,2.0,30.0,53.0,5354785.779999973,19153943.349999093,13799157.569999818
201901.0,2.0,0.0,28.0,8299994.679999806,21185328.919999022,12885334.239999944
201905.0,2.0,20.0,44.0,9123791.099999718,26613020.66999773,17489229.569999725
201911.0,1.0,60.0,28.0,9477983.549999902,46957012.51999913,37479028.96999804
201911.0,2.0,60.0,76.0,22483764.219999608,83036754.01000361,60552989.789996736
201905.0,1.0,0.0,52.0,9236590.889999814,23275893.33999868,14039302.449999988
201910.0,1.0,60.0,24.0,8830764.10999978,39545092.7499982,30714328.639998008
201907.0,2.0,70.0,93.0,24628598.080000017,103927576.92000581,79298978.83999558
201911.0,2.0,40.0,76.0,15307437.749999996,46098738.8399993,30791301.08999811
201904.0,2.0,30.0,32.0,12266160.639999881,41378129.859999694,29111969.21999835
201905.0,2.0,40.0,52.0,9712667.139999997,26945506.809998423,17232839.669999585
201910.0,2.0,80.0,75.0,25290914.490000084,124747421.90000522,99456507.4099967
201908.0,2.0,40.0,76.0,11938614.319999864,38540571.01999808,26601956.69999811
201909.0,1.0,70.0,52.0,7752305.72999985,37964481.39999847,30212175.669997662
201905.0,2.0,40.0,84.0,24409246.75999983,65259910.98000036,40850664.21999729
201912.0,1.0,50.0,11.0,45076656.549998954,124300982.71000627,79224326.1599978
201902.0,1.0,60.0,28.0,9036050.48999979,45742076.429999985,36706025.93999824
201907.0,1.0,70.0,75.0,19190795.82999988,90659009.62000434,71468213.78999723
201910.0,2.0,60.0,27.0,12087695.149999976,40527872.17999875,28440177.029997677
201904.0,2.0,30.0,52.0,7010258.549999893,23133934.889998578,16123676.339999834
201904.0,2.0,20.0,32.0,8100082.279999803,26084428.109998524,17984345.829999857
201904.0,1.0,80.0,93.0,13433085.339999918,89063736.5400052,75630651.19999811
201911.0,2.0,0.0,53.0,8140443.48999988,19188360.049998976,11047916.559999965
201908.0,1.0,0.0,32.0,10377736.68999987,26377487.02999794,15999750.33999988
201909.0,1.0,60.0,24.0,6676203.089999877,32637549.729996625,25961346.63999781
201903.0,2.0,20.0,93.0,8604424.809999645,26664081.869997565,18059657.059999775
201902.0,1.0,70.0,52.0,8334161.589999816,37105531.5799984,28771369.98999788
201908.0,2.0,20.0,27.0,2612292.750000031,8196340.789999709,5584048.040000094
201903.0,2.0,70.0,32.0,17438017.299999997,74627577.22000377,57189559.919996455
201912.0,2.0,20.0,28.0,4450626.580000005,13656951.479999255,9206324.900000075
201905.0,1.0,0.0,28.0,7468736.68999988,21242078.769998986,13773342.07999999
201902.0,2.0,0.0,76.0,14744182.370000089,38728975.589998364,23984793.219999157
201902.0,2.0,40.0,5.0,4391796.049999981,15857087.19999974,11465291.150000054
201912.0,2.0,60.0,84.0,34221149.339999616,105332740.8800079,71111591.53999731
201905.0,1.0,50.0,76.0,16583980.950000085,61833253.23999994,45249272.28999793
201911.0,2.0,40.0,75.0,15344523.80999994,43584140.32999895,28239616.51999812
201902.0,1.0,70.0,11.0,26882186.46000044,113164278.1600047,86282091.69999842
201904.0,1.0,0.0,28.0,7594365.879999744,22582315.029998604,14987949.150000013
201906.0,1.0,30.0,32.0,7332463.779999882,24231761.939998694,16899298.159999724
201901.0,1.0,20.0,24.0,1834970.5000000186,5926668.189999932,4091697.69000002
201902.0,1.0,50.0,93.0,15999834.259999981,59804957.63000006,43805123.36999781
201904.0,2.0,60.0,76.0,25129856.739999466,91597015.99000609,66467159.2499972
201912.0,2.0,0.0,27.0,7186914.879999832,16315943.349999126,9129028.470000047
201912.0,1.0,60.0,11.0,38543857.40999953,165168412.58001554,126624555.169999
201911.0,2.0,30.0,11.0,39009386.549999416,104758678.53000626,65749291.9799978
201906.0,2.0,40.0,27.0,6608063.569999885,18681366.27999903,12073302.709999869
201910.0,2.0,60.0,32.0,23975825.319999754,93748352.70000316,69772527.37999657
201909.0,2.0,80.0,32.0,17123563.420000046,88070139.3500041,70946575.92999788
201912.0,1.0,60.0,93.0,20405081.31999998,106272629.50000666,85867548.17999911
201905.0,2.0,60.0,76.0,23052544.58999974,85092644.82000451,62040100.22999748
201911.0,2.0,20.0,11.0,25166281.029999815,63766529.09000163,38600248.05999647
201906.0,1.0,70.0,52.0,8616228.189999828,39158665.30999892,30542437.119998172
201905.0,1.0,40.0,27.0,5034410.009999951,14991874.999999287,9957464.990000015
201909.0,1.0,20.0,53.0,2372555.730000024,7049198.259999828,4676642.53000006
201904.0,2.0,30.0,84.0,18707741.109999772,57435443.48000029,38727702.36999724
201909.0,2.0,0.0,76.0,15137306.240000125,34954341.32999756,19817035.08999952
201909.0,2.0,0.0,84.0,23975393.3199999,52684280.00000039,28708886.679998726
201904.0,2.0,50.0,53.0,10685193.910000006,33260671.669998344,22575477.759999033
201902.0,1.0,50.0,27.0,7808196.269999873,24746579.499998633,16938383.22999969
201911.0,2.0,50.0,76.0,20396196.67999997,66626305.000001766,46230108.31999727
201908.0,2.0,30.0,5.0,2984087.349999983,12482934.949999833,9498847.600000018
201901.0,2.0,20.0,75.0,7838396.479999708,24323400.839998286,16485004.359999947
201904.0,2.0,30.0,53.0,5511072.59999997,19544121.259999003,14033048.659999799
201912.0,1.0,60.0,32.0,18798011.449999947,103757633.77000378,84959622.31999895
201902.0,1.0,30.0,52.0,3967683.700000022,12478590.999999573,8510907.300000101
201904.0,1.0,20.0,52.0,2990503.7700000177,8926377.429999756,5935873.660000117
201906.0,1.0,20.0,52.0,2711760.2300000037,8508929.999999778,5797169.770000056
201901.0,1.0,50.0,84.0,24313322.819999464,77087296.72000116,52773973.89999832
201906.0,2.0,70.0,27.0,9213906.309999805,35385932.63999735,26172026.329997532
201902.0,2.0,50.0,44.0,21718027.000000194,62135341.12000169,40417314.119998045
201903.0,1.0,20.0,11.0,14080783.039999891,37355923.439998135,23275140.399999
201901.0,1.0,40.0,5.0,2766303.0400000033,11331589.519999843,8565286.480000012
201903.0,2.0,40.0,44.0,18133682.54999999,47788145.719999395,29654463.169998575
201902.0,2.0,30.0,32.0,11012703.789999738,36363136.92999847,25350433.139998604
201902.0,2.0,20.0,44.0,8367043.829999563,24599290.90999779,16232247.079999838
201911.0,2.0,0.0,32.0,16526404.570000213,38336052.98999867,21809648.419999298
201901.0,1.0,30.0,44.0,8364241.069999828,24910717.959998872,16546476.88999971
201912.0,1.0,70.0,32.0,14223688.349999966,77052598.67000449,62828910.319998175
201902.0,2.0,80.0,24.0,7104345.419999826,32029746.58999749,24925401.169998366
201909.0,1.0,60.0,11.0,27767663.789999772,121181461.78000717,93413797.98999752
201908.0,2.0,60.0,28.0,8236056.429999839,34278553.20999741,26042496.77999809
201910.0,1.0,50.0,52.0,10698969.88999989,34834562.609998,24135592.719998766
201904.0,1.0,40.0,32.0,12059765.509999936,39374986.36999903,27315220.859998796
201907.0,1.0,60.0,32.0,17992886.51999993,97761796.14000343,79768909.61999977
201908.0,2.0,80.0,24.0,6173006.719999938,30344977.109997455,24171970.389998466
201905.0,2.0,70.0,53.0,10269841.959999979,39648017.749999374,29378175.78999812
201903.0,2.0,70.0,24.0,8599594.719999742,31809200.94999761,23209606.22999855
201908.0,2.0,20.0,32.0,6301672.439999895,21360173.35999856,15058500.920000026
201905.0,1.0,60.0,44.0,21359314.609999634,98837673.96000299,77478359.34999956
201910.0,1.0,60.0,11.0,37913559.91999897,149919360.4400122,112005800.52000034
201911.0,2.0,40.0,93.0,15978444.76,48170054.59999966,32191609.839998063
201907.0,2.0,70.0,28.0,10917478.489999967,42523057.479998775,31605578.989997678
201903.0,1.0,50.0,76.0,17094294.330000084,62323844.25000073,45229549.919998266
201910.0,1.0,0.0,44.0,16954643.370000195,41624116.11999918,24669472.74999932
201906.0,1.0,0.0,84.0,21445174.34999997,56675041.05999908,35229866.70999829
201903.0,2.0,20.0,53.0,3794329.8000000366,11937393.169999544,8143063.370000076
201912.0,2.0,40.0,53.0,8848717.78999993,24419821.489998862,15571103.69999985
201910.0,1.0,0.0,5.0,4075176.439999995,13250717.58999984,9175541.150000071
201911.0,2.0,80.0,75.0,22354087.820000127,109672720.72000265,87318632.89999674
201905.0,2.0,0.0,24.0,6165555.25999987,14410389.009999305,8244833.750000127
201909.0,2.0,60.0,53.0,9937538.429999923,36311173.06999802,26373634.639998496
201911.0,1.0,50.0,53.0,7642243.669999848,27021968.949998394,19379725.279999565
201904.0,1.0,20.0,24.0,1788714.6800000072,5423923.059999924,3635208.3800000404
201911.0,2.0,20.0,93.0,7897538.83999981,25103449.33999831,17205910.499999795
201910.0,2.0,40.0,28.0,9284587.69999977,26345434.399998505,17060846.699999742
201910.0,2.0,70.0,52.0,12655747.740000026,45547363.390000395,32891615.649997897
201904.0,1.0,80.0,11.0,18631482.670000162,94188016.31000419,75556533.63999818
201907.0,1.0,70.0,76.0,18496346.740000144,96148521.29000518,77652174.5499979
201908.0,1.0,60.0,32.0,12213335.00999985,75924775.2000028,63711440.18999757
201903.0,1.0,40.0,24.0,4842272.19000001,14193657.219999429,9351385.030000035
201903.0,1.0,70.0,44.0,17094993.080000002,72458982.10000275,55363989.01999825
201907.0,2.0,20.0,24.0,3249940.060000027,10155108.649999466,6905168.59000011
201901.0,1.0,0.0,84.0,22592590.409999885,62368921.74000027,39776331.329999134
201907.0,1.0,60.0,24.0,8448674.059999788,39523427.42999812,31074753.369998008
201904.0,1.0,30.0,27.0,3300490.370000027,9952609.949999688,6652119.580000067
201906.0,2.0,50.0,84.0,28519096.35999979,80171367.1200023,51652270.75999719
201907.0,2.0,40.0,76.0,16572512.019999867,49469798.1799997,32897286.159997955
201906.0,2.0,30.0,53.0,5064672.959999941,17940741.08999932,12876068.129999777
201910.0,2.0,30.0,32.0,13642381.319999816,45311682.689999655,31669301.36999824
201906.0,2.0,20.0,5.0,1777406.4699999841,7873557.849999936,6096151.379999978
201908.0,2.0,40.0,52.0,6593189.739999946,19520376.25999888,12927186.519999856
201904.0,1.0,70.0,32.0,13011688.100000009,72462298.94000353,59450610.83999774
201901.0,1.0,40.0,27.0,5110777.080000023,15370016.25999929,10259239.179999983
201904.0,2.0,70.0,93.0,25060685.31999983,108753769.55000703,83693084.22999609
201903.0,2.0,30.0,75.0,11283171.519999916,35829237.109998375,24546065.58999867
201902.0,1.0,60.0,93.0,17189237.350000035,85886117.79000303,68696880.4399987
201901.0,2.0,60.0,75.0,23291412.079999734,83148928.86000367,59857516.77999692
201912.0,2.0,30.0,93.0,13294654.51999991,42857282.54999906,29562628.029998083
201908.0,2.0,70.0,24.0,5918843.349999893,25731869.879997343,19813026.52999903
201903.0,1.0,0.0,84.0,22917377.449999742,59626140.50000042,36708763.04999809
201904.0,1.0,50.0,52.0,9644565.269999929,31935343.499998186,22290778.22999892
201902.0,1.0,30.0,75.0,6557931.979999915,21099491.009998742,14541559.029999845
201908.0,2.0,30.0,44.0,9528821.089999827,31155663.499997564,21626842.409998715
201911.0,2.0,80.0,32.0,17327298.890000015,86688833.00000374,69361534.10999884
201902.0,2.0,60.0,53.0,10883471.829999836,36721567.06999836,25838095.23999852
201910.0,2.0,70.0,5.0,5265763.499999938,29611001.60999913,24345238.11000003
201901.0,2.0,40.0,32.0,15876609.009999968,48313359.839999616,32436750.829998404
201909.0,1.0,70.0,44.0,14916603.120000035,68128715.67000249,53212112.54999773
201901.0,2.0,20.0,84.0,14109532.109999727,40533906.719997905,26424374.609997854
201910.0,2.0,60.0,84.0,34072542.789999716,109262915.940007,75190373.14999568
201912.0,1.0,50.0,53.0,9409751.529999912,30842111.499998126,21432359.969998866
201906.0,2.0,70.0,32.0,17373087.590000253,74100417.31000395,56727329.71999761
201907.0,1.0,20.0,52.0,3096663.27000003,9552000.37999958,6455337.110000081
201909.0,2.0,50.0,5.0,5933931.269999987,23207176.319999307,17273245.049999926
201908.0,1.0,80.0,32.0,6498541.959999909,42057427.17999908,35558885.21999813
201910.0,2.0,40.0,24.0,7287351.509999892,20487245.85999866,13199894.349999763
201903.0,1.0,70.0,11.0,26222058.23000014,111460452.77000442,85238394.53999479
201902.0,1.0,40.0,28.0,5435334.639999973,16871081.669999413,11435747.02999999
201912.0,2.0,20.0,53.0,4032391.890000029,12703462.759999616,8671070.87000011
201912.0,2.0,70.0,52.0,12168056.320000028,43492844.61999916,31324788.29999758
201902.0,2.0,70.0,84.0,25790579.17000006,93162892.03000374,67372312.85999706
201911.0,1.0,70.0,28.0,7797852.599999836,39550755.919998586,31752903.319997657
201908.0,1.0,80.0,24.0,3545311.010000006,21033905.13999832,17488594.129999362
201909.0,1.0,40.0,75.0,10504535.459999908,32391918.06999801,21887382.60999888
201902.0,2.0,0.0,27.0,6305544.40999994,14944395.629999286,8638851.22000013
201902.0,2.0,20.0,52.0,4678914.39000001,14346018.59999928,9667104.21000002
201911.0,1.0,60.0,75.0,19427327.69000001,90913666.68000455,71486338.98999828
201902.0,2.0,30.0,27.0,4696507.629999968,14532801.239999313,9836293.609999971
201904.0,1.0,40.0,76.0,12165966.579999879,39602055.329998285,27436088.74999829
201909.0,2.0,60.0,52.0,10947567.069999954,37630943.81999839,26683376.749998365
201904.0,2.0,40.0,11.0,49613042.919999324,121300510.78000471,71687467.8599965
201901.0,2.0,50.0,32.0,19666476.649999853,67480605.84000163,47814129.18999803
201903.0,2.0,0.0,93.0,15205654.2500002,37641360.659998156,22435706.409999464
201905.0,1.0,80.0,44.0,12518508.390000073,54378276.91000093,41859768.519998156
201903.0,2.0,80.0,93.0,24837577.79999999,144291370.4900098,119453792.6899987
201912.0,2.0,60.0,44.0,26993666.129999544,83704144.16000342,56710478.02999697
201906.0,2.0,30.0,44.0,11573863.069999883,35399418.92999803,23825555.859998785
201910.0,2.0,60.0,76.0,25723414.609999765,93536404.1000062,67812989.48999694
201907.0,2.0,80.0,44.0,23899749.239999935,92883260.32000403,68983511.07999736
201901.0,1.0,80.0,44.0,11629557.279999916,53953311.6000005,42323754.31999901
201909.0,2.0,20.0,75.0,7522202.6499998225,23143260.849998087,15621058.199999893
201910.0,1.0,20.0,11.0,16517536.040000001,44849742.64999916,28332206.609998252
201903.0,1.0,40.0,52.0,7306000.939999945,20626640.359999213,13320639.419999829
201908.0,1.0,20.0,11.0,11249684.029999774,30567364.69999732,19317680.669999424
201909.0,1.0,40.0,32.0,11213187.959999876,37037178.97999862,25823991.01999907
201911.0,1.0,80.0,76.0,12426052.679999854,80177110.61000295,67751057.92999808
201902.0,2.0,0.0,93.0,13518851.480000068,35488864.41999795,21970012.939999394
201904.0,1.0,60.0,32.0,17367368.08999985,94708798.62000254,77341430.52999747
201907.0,2.0,0.0,93.0,14400876.72000007,37012891.70999775,22612014.9899992
201910.0,1.0,70.0,76.0,19975604.330000196,104689434.95000607,84713830.61999775
201905.0,1.0,40.0,75.0,11359750.839999849,35323104.24999839,23963353.40999887
201909.0,1.0,20.0,24.0,1733662.5300000121,5563406.419999956,3829743.890000043
201906.0,1.0,30.0,11.0,21675283.729999945,56306597.97999949,34631314.24999765
201907.0,2.0,0.0,84.0,25144805.999999914,61235651.49999969,36090845.499998145
201906.0,1.0,20.0,27.0,1980162.760000018,5847790.069999939,3867627.31000005
201907.0,1.0,60.0,44.0,22308326.570000138,92621277.97000459,70312951.39999825
201907.0,2.0,80.0,32.0,19545212.54000028,96681217.10000421,77136004.55999732
201903.0,2.0,30.0,76.0,11541823.339999931,38868763.149998434,27326939.80999869
201910.0,2.0,30.0,76.0,12928121.939999951,45326040.98999957,32397919.04999796
201904.0,1.0,20.0,5.0,1085687.8699999978,4358154.61,3272466.739999982
201903.0,1.0,20.0,44.0,5568096.589999884,16087552.989999268,10519456.400000064
201902.0,1.0,0.0,44.0,14049824.580000093,36029797.76999826,21979973.189999428
201912.0,2.0,0.0,75.0,16047411.02000028,37130453.249997176,21083042.229999553
201902.0,2.0,30.0,11.0,40434095.42999994,106185610.37000573,65751514.93999779
201904.0,1.0,30.0,75.0,7005510.649999859,22403641.40999869,15398130.759999923
201912.0,1.0,60.0,84.0,29145964.009999655,126732631.66000746,97586667.64999928
201908.0,1.0,0.0,75.0,9540335.219999962,24940482.419997886,15400147.1999999
201906.0,2.0,50.0,93.0,20790818.829999898,70296618.50000177,49505799.669997215
201903.0,2.0,80.0,11.0,31587189.88000022,134678118.66000697,103090928.77999496
201902.0,2.0,80.0,76.0,21585267.400000114,121719220.19000371,100133952.78999773
201906.0,1.0,20.0,32.0,4450159.6900000265,14804315.109999454,10354155.420000155
201904.0,2.0,70.0,24.0,8875145.269999769,33428226.899997104,24553081.62999827
201911.0,2.0,50.0,52.0,11026636.150000004,32552614.97999779,21525978.829998843
201909.0,1.0,30.0,27.0,2871238.190000021,8755872.139999852,5884633.950000052
201902.0,2.0,30.0,52.0,6342198.019999916,20819018.819998972,14476820.799999826
201905.0,1.0,60.0,5.0,4493582.819999963,31555906.099999107,27062323.279999916
201903.0,2.0,0.0,44.0,17403886.10000019,39022829.43999874,21618943.339999508
201908.0,1.0,0.0,76.0,9863140.869999953,28290055.829997614,18426914.95999956
201906.0,1.0,30.0,27.0,2797367.960000041,8576013.409999875,5778645.450000074
201909.0,2.0,20.0,5.0,2073278.130000003,8614860.769999925,6541582.640000001
201912.0,1.0,20.0,5.0,1080616.4900000033,4326161.4200000325,3245544.9299999997
201908.0,2.0,30.0,28.0,4124623.3300000057,14747859.859999467,10623236.529999925
201901.0,2.0,60.0,84.0,28665584.60999932,95899853.07000451,67234268.4599974
201903.0,2.0,0.0,28.0,8744682.099999797,21897933.919998642,13153251.819999997
201912.0,2.0,80.0,11.0,34309979.770000234,147717872.13000932,113407892.35999712
201907.0,1.0,80.0,53.0,5971630.449999972,34399576.669998415,28427946.21999872
201909.0,2.0,20.0,53.0,3590400.7700000373,11750448.68999952,8160047.920000101
201902.0,1.0,30.0,32.0,7228533.569999907,23574044.339998715,16345510.769999791
201905.0,1.0,30.0,53.0,3282634.54000002,10722848.109999727,7440213.570000033
201911.0,2.0,50.0,24.0,8166989.049999889,25297071.47999835,17130082.429999605
201903.0,2.0,50.0,76.0,22002022.409999922,69152534.04000069,47150511.629997216
201912.0,1.0,20.0,53.0,2585881.8500000364,7931287.489999795,5345405.640000084
201902.0,2.0,60.0,93.0,22333544.759999547,83501691.10000478,61168146.33999797
201906.0,2.0,20.0,93.0,7765864.969999704,24845145.229997933,17079280.25999965
201901.0,2.0,0.0,93.0,14615346.870000046,37028753.52999762,22413406.659999102
201909.0,2.0,80.0,75.0,20917318.09000045,108727243.88000408,87809925.78999637
201904.0,1.0,60.0,53.0,9687744.079999829,47441413.64999985,37753669.56999775
201908.0,1.0,60.0,11.0,20297655.10999997,114151736.97000886,93854081.85999782
201909.0,2.0,70.0,53.0,9082834.159999888,37510459.12999822,28427624.96999805
201907.0,1.0,20.0,24.0,1973633.6000000197,6024589.509999884,4050955.91000007
